sasdate,CPI_raw,CPI_t
1961-01-01,29.84,NA
1961-02-01,29.84,0
1961-03-01,29.84,0
1961-04-01,29.81,-0.10058676455804161
1961-05-01,29.84,0.10058676455804161
1961-06-01,29.84,0
1961-07-01,29.92,0.2677377770716305
1961-08-01,29.94,0.06682258852057643
1961-09-01,29.98,0.13351136829693466
1961-10-01,29.98,0
1961-11-01,29.98,0
1961-12-01,30.01,0.10001667778238854
1962-01-01,30.04,0.09991674436582443
1962-02-01,30.11,0.2327515597708718
1962-03-01,30.17,0.19907106773273675
1962-04-01,30.21,0.13249422276104816
1962-05-01,30.24,0.09925559127519357
1962-06-01,30.21,-0.09925559127519357
1962-07-01,30.22,0.03309614460129673
1962-08-01,30.28,0.19834717246545175
1962-09-01,30.42,0.46128582618987224
1962-10-01,30.38,-0.13157896635198618
1962-11-01,30.38,0
1962-12-01,30.38,0
1963-01-01,30.44,0.19730358258582825
1963-02-01,30.48,0.13131978249605325
1963-03-01,30.51,0.09837679101325492
1963-04-01,30.48,-0.09837679101325492
1963-05-01,30.51,0.09837679101325492
1963-06-01,30.61,0.3272254228742888
1963-07-01,30.69,0.26101156743236764
1963-08-01,30.75,0.19531256208820125
1963-09-01,30.72,-0.09760859730554294
1963-10-01,30.75,0.09760859730554294
1963-11-01,30.78,0.097513415820627
1963-12-01,30.88,0.3243596745842403
1964-01-01,30.94,0.1941119988344564
1964-02-01,30.91,-0.09700890008947916
1964-03-01,30.94,0.09700890008947916
1964-04-01,30.95,0.0323153985684943
1964-05-01,30.98,0.09688358581176892
1964-06-01,31.01,0.09678981236351802
1964-07-01,31.02,0.032242463603493476
1964-08-01,31.05,0.0966650631095245
1964-09-01,31.08,0.09657171199588532
1964-10-01,31.12,0.1286173810743918
1964-11-01,31.21,0.28878569724972714
1964-12-01,31.25,0.12808198997227294
1965-01-01,31.28,0.09595394946995128
1965-02-01,31.28,0
1965-03-01,31.31,0.09586196612039188
